order_id,order_date,purchase_shop,logistics_provider,shipment_date,delivery_date,delivery_days,damage_flag,book_name,category,publisher,quantity,cost_per_unit,profit_per_unit_rupees,selling_price_per_unit,line_revenue,line_cost,line_profit,courier_charge,number_of_boxes,weight_kg,other_expenses
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,The Silent Patient,Fiction,Penguin India,20,90,60,150,3000,1800,1200,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,Data Structures in C,Academic,McGraw Hill India,20,165.6,85,250.6,5012,3312,1700,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,Grays Anatomy,Medical,Elsevier India,20,250,85,335,6700,5000,1700,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,One Piece Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,One Piece Vol 1,Manga,Viz Media India,20,90,60,150,3000,1800,1200,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,Naruto Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,522.52,5,70,1642
ORD009,2023-03-20,Delhi Book Hub,VR Logistics,2023-03-21,2023-04-01,11,0,Data Structures in C,Academic,McGraw Hill India,20,150,65,215,4300,3000,1300,522.52,5,70,1642
ORD009,2023-03-20,Metro Book Distributors,VR Logistics,2023-03-21,2023-04-01,11,0,48 Laws of Power,Self-Help,Penguin India,20,92,60,152,3040,1840,1200,522.52,5,70,1642
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,The Silent Patient,Fiction,Penguin India,20,94.5,60,154.5,3090,1890,1200,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,95,60,155,3100,1900,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,1,Grays Anatomy,Medical,Elsevier India,20,315,85,400,8000,6300,1700,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,Grays Anatomy,Medical,Elsevier India,20,285,85,370,7400,5700,1700,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,Twisted Love,Fiction,Penguin India,20,105,70,175,3500,2100,1400,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,The Silent Patient,Fiction,Penguin India,20,95,60,155,3100,1900,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,Data Structures in C,Academic,McGraw Hill India,20,157.5,85,242.5,4850,3150,1700,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,85.5,60,145.5,2910,1710,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,Grays Anatomy,Medical,Elsevier India,20,315,85,400,8000,6300,1700,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,One Piece Vol 1,Manga,Viz Media India,20,95,60,155,3100,1900,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,1,The Silent Patient,Fiction,Penguin India,20,105,70,175,3500,2100,1400,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,48 Laws of Power,Self-Help,Penguin India,20,104.5,70,174.5,3490,2090,1400,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,Naruto Vol 1,Manga,Viz Media India,20,105,70,175,3500,2100,1400,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,Naruto Vol 1,Manga,Viz Media India,20,95,60,155,3100,1900,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,Twisted Love,Fiction,Penguin India,20,94.5,60,154.5,3090,1890,1200,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,85.5,60,145.5,2910,1710,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,Twisted Love,Fiction,Penguin India,20,105,70,175,3500,2100,1400,429.69,5,60,1602
ORD010,2023-04-09,Scholars Market,VR Logistics,2023-04-10,2023-04-18,8,0,48 Laws of Power,Self-Help,Penguin India,20,95,60,155,3100,1900,1200,429.69,5,60,1602
ORD010,2023-04-09,Academic Traders,VR Logistics,2023-04-10,2023-04-18,8,0,One Piece Vol 1,Manga,Viz Media India,20,115.5,70,185.5,3710,2310,1400,429.69,5,60,1602
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Engineering Mathematics,Academic,Pearson India,20,165.6,85,250.6,5012,3312,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Grays Anatomy,Medical,Elsevier India,20,230,85,315,6300,4600,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Engineering Mathematics,Academic,Pearson India,20,165.6,85,250.6,5012,3312,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,The Silent Patient,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,One Piece Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Grays Anatomy,Medical,Elsevier India,20,276,85,361,7220,5520,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Naruto Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Grays Anatomy,Medical,Elsevier India,20,230,85,315,6300,4600,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,The Silent Patient,Fiction,Penguin India,20,82.8,60,142.8,2856,1656,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Grays Anatomy,Medical,Elsevier India,20,276,85,361,7220,5520,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Data Structures in C,Academic,McGraw Hill India,20,138,65,203,4060,2760,1300,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,48 Laws of Power,Self-Help,Penguin India,20,101.2,70,171.2,3424,2024,1400,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Grays Anatomy,Medical,Elsevier India,20,276,85,361,7220,5520,1700,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,One Piece Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,48 Laws of Power,Self-Help,Penguin India,20,82.8,60,142.8,2856,1656,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Twisted Love,Fiction,Penguin India,20,82.8,60,142.8,2856,1656,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,642.85,6,90,1757
ORD011,2023-05-21,Metro Book Distributors,VR Logistics,2023-05-22,2023-05-29,7,0,Naruto Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,642.85,6,90,1757
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,1,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Twisted Love,Fiction,Penguin India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,82.8,60,142.8,2856,1656,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Naruto Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Grays Anatomy,Medical,Elsevier India,20,276,85,361,7220,5520,1700,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Naruto Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Twisted Love,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Grays Anatomy,Medical,Elsevier India,20,230,85,315,6300,4600,1700,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Naruto Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Naruto Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Grays Anatomy,Medical,Elsevier India,20,230,85,315,6300,4600,1700,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Data Structures in C,Academic,McGraw Hill India,20,165.6,85,250.6,5012,3312,1700,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,One Piece Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,82.8,60,142.8,2856,1656,1200,494.83,4,68,1623
ORD012,2023-06-20,Metro Book Distributors,VR Logistics,2023-06-21,2023-06-28,7,0,Grays Anatomy,Medical,Elsevier India,20,230,85,315,6300,4600,1700,494.83,4,68,1623
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,It Ends With Us,Fiction,Simon & Schuster India,20,104.5,70,174.5,3490,2090,1400,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,48 Laws of Power,Self-Help,Penguin India,20,94.5,60,154.5,3090,1890,1200,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,1,The Silent Patient,Fiction,Penguin India,20,95,60,155,3100,1900,1200,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,The Silent Patient,Fiction,Penguin India,20,94.5,60,154.5,3090,1890,1200,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,It Ends With Us,Fiction,Simon & Schuster India,20,95,60,155,3100,1900,1200,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,Grays Anatomy,Medical,Elsevier India,20,315,85,400,8000,6300,1700,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,Twisted Love,Fiction,Penguin India,20,85.5,60,145.5,2910,1710,1200,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,Grays Anatomy,Medical,Elsevier India,20,262.5,85,347.5,6950,5250,1700,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,Data Structures in C,Academic,McGraw Hill India,20,171,85,256,5120,3420,1700,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,Engineering Mathematics,Academic,Pearson India,20,189,85,274,5480,3780,1700,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,Twisted Love,Fiction,Penguin India,20,85.5,60,145.5,2910,1710,1200,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,Data Structures in C,Academic,McGraw Hill India,20,157.5,85,242.5,4850,3150,1700,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,It Ends With Us,Fiction,Simon & Schuster India,20,104.5,70,174.5,3490,2090,1400,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,48 Laws of Power,Self-Help,Penguin India,20,105,70,175,3500,2100,1400,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,The Silent Patient,Fiction,Penguin India,20,85.5,60,145.5,2910,1710,1200,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,48 Laws of Power,Self-Help,Penguin India,20,94.5,60,154.5,3090,1890,1200,374.89,4,52,1716
ORD013,2023-06-18,Scholars Market,VR Logistics,2023-06-19,2023-06-28,9,0,Naruto Vol 1,Manga,Viz Media India,20,85.5,60,145.5,2910,1710,1200,374.89,4,52,1716
ORD013,2023-06-18,Academic Traders,VR Logistics,2023-06-19,2023-06-28,9,0,The Silent Patient,Fiction,Penguin India,20,115.5,70,185.5,3710,2310,1400,374.89,4,52,1716
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,82.8,60,142.8,2856,1656,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,101.2,70,171.2,3424,2024,1400,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,Naruto Vol 1,Manga,Viz Media India,20,82.8,60,142.8,2856,1656,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,Data Structures in C,Academic,McGraw Hill India,20,165.6,85,250.6,5012,3312,1700,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,82.8,60,142.8,2856,1656,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,Twisted Love,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,The Silent Patient,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,It Ends With Us,Fiction,Simon & Schuster India,20,101.2,70,171.2,3424,2024,1400,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,48 Laws of Power,Self-Help,Penguin India,20,92,60,152,3040,1840,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,Engineering Mathematics,Academic,Pearson India,20,165.6,85,250.6,5012,3312,1700,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,Twisted Love,Fiction,Penguin India,20,82.8,60,142.8,2856,1656,1200,626.2,6,84,1699
ORD014,2023-07-07,Metro Book Distributors,VR Logistics,2023-07-08,2023-07-16,8,0,Engineering Mathematics,Academic,Pearson India,20,138,65,203,4060,2760,1300,626.2,6,84,1699
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,One Piece Vol 1,Manga,Viz Media India,20,92,60,152,3040,1840,1200,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,85.5,60,145.5,2910,1710,1200,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Naruto Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,One Piece Vol 1,Manga,Viz Media India,20,104.5,70,174.5,3490,2090,1400,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,The Silent Patient,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Grays Anatomy,Medical,Elsevier India,20,285,85,370,7400,5700,1700,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Twisted Love,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,1,Naruto Vol 1,Manga,Viz Media India,20,95,60,155,3100,1900,1200,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Twisted Love,Fiction,Penguin India,20,82.8,60,142.8,2856,1656,1200,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Twisted Love,Fiction,Penguin India,20,85.5,60,145.5,2910,1710,1200,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,1,Twisted Love,Fiction,Penguin India,20,92,60,152,3040,1840,1200,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Grays Anatomy,Medical,Elsevier India,20,285,85,370,7400,5700,1700,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,48 Laws of Power,Self-Help,Penguin India,20,82.8,60,142.8,2856,1656,1200,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Engineering Mathematics,Academic,Pearson India,20,142.5,65,207.5,4150,2850,1300,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,82.8,60,142.8,2856,1656,1200,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Naruto Vol 1,Manga,Viz Media India,20,85.5,60,145.5,2910,1710,1200,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Engineering Mathematics,Academic,Pearson India,20,165.6,85,250.6,5012,3312,1700,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,It Ends With Us,Fiction,Simon & Schuster India,20,95,60,155,3100,1900,1200,960,3,48,1838
ORD015,2023-08-13,Metro Book Distributors,IRCTC Cargo,2023-08-14,2023-08-21,7,0,Twisted Love,Fiction,Penguin India,20,82.8,60,142.8,2856,1656,1200,960,3,48,1838
ORD015,2023-08-13,Scholars Market,IRCTC Cargo,2023-08-14,2023-08-21,7,0,One Piece Vol 1,Manga,Viz Media India,20,104.5,70,174.5,3490,2090,1400,960,3,48,1838
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,Twisted Love,Fiction,Penguin India,20,110,70,180,3600,2200,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,Twisted Love,Fiction,Penguin India,20,100,70,170,3400,2000,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,Naruto Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,It Ends With Us,Fiction,Simon & Schuster India,20,100,70,170,3400,2000,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,48 Laws of Power,Self-Help,Penguin India,20,92,60,152,3040,1840,1200,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,48 Laws of Power,Self-Help,Penguin India,20,110,70,180,3600,2200,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,Engineering Mathematics,Academic,Pearson India,20,138,65,203,4060,2760,1300,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,Twisted Love,Fiction,Penguin India,20,110,70,180,3600,2200,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,48 Laws of Power,Self-Help,Penguin India,20,101.2,70,171.2,3424,2024,1400,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,It Ends With Us,Fiction,Simon & Schuster India,20,110,70,180,3600,2200,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,It Ends With Us,Fiction,Simon & Schuster India,20,101.2,70,171.2,3424,2024,1400,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,Naruto Vol 1,Manga,Viz Media India,20,110,70,180,3600,2200,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,Engineering Mathematics,Academic,Pearson India,20,165.6,85,250.6,5012,3312,1700,375.86,4,48,1544
ORD016,2023-09-01,Delhi Book Hub,VR Logistics,2023-09-02,2023-09-13,11,0,Naruto Vol 1,Manga,Viz Media India,20,100,70,170,3400,2000,1400,375.86,4,48,1544
ORD016,2023-09-01,Metro Book Distributors,VR Logistics,2023-09-02,2023-09-13,11,0,It Ends With Us,Fiction,Simon & Schuster India,20,92,60,152,3040,1840,1200,375.86,4,48,1544
ORD017,2023-10-04,Delhi Book Hub,VR Logistics,2023-10-05,2023-10-15,10,0,The Silent Patient,Fiction,Penguin India,20,100,70,170,3400,2000,1400,817.85,6,108,1619
ORD017,2023-10-04,Metro Book Distributors,VR Logistics,2023-10-05,2023-10-15,10,0,Twisted Love,Fiction,Penguin India,20,101.2,70,171.2,3424,2024,1400,817.85,6,108,1619
ORD017,2023-10-04,Delhi Book Hub,VR Logistics,2023-10-05,2023-10-15,10,0,Engineering Mathematics,Academic,Pearson India,20,180,85,265,5300,3600,1700,817.85,6,108,1619
ORD017,2023-10-04,Metro Book Distributors,VR Logistics,2023-10-05,2023-10-15,10,0,One Piece Vol 1,Manga,Viz Media India,20,101.2,70,171.2,3424,2024,1400,817.85,6,108,1619
ORD017,2023-10-04,Delhi Book Hub,VR Logistics,2023-10-05,2023-10-15,10,0,Data Structures in C,Academic,McGraw Hill India,20,150,65,215,4300,3000,1300,817.85,6,108,1619
ORD017,2023-10-04,Metro Book Distributors,VR Logistics,2023-10-05,2023-10-15,10,0,48 Laws of Power,Self-Help,Penguin India,20,92,60,152,3040,1840,1200,817.85,6,108,1619
ORD017,2023-10-04,Delhi Book Hub,VR Logistics,2023-10-05,2023-10-15,10,0,48 Laws of Power,Self-Help,Penguin India,20,100,70,170,3400,2000,1400,817.85,6,108,1619
ORD017,2023-10-04,Metro Book Distributors,VR Logistics,2023-10-05,2023-10-15,10,0,It Ends With Us,Fiction,Simon & Schuster India,20,101.2,70,171.2,3424,2024,1400,817.85,6,108,1619
ORD017,2023-10-04,Delhi Book Hub,VR Logistics,2023-10-05,2023-10-15,10,0,Naruto Vol 1,Manga,Viz Media India,20,100,70,170,3400,2000,1400,817.85,6,108,1619
ORD017,2023-10-04,Metro Book Distributors,VR Logistics,2023-10-05,2023-10-15,10,0,The Silent Patient,Fiction,Penguin India,20,92,60,152,3040,1840,1200,817.85,6,108,1619
ORD017,2023-10-04,Delhi Book Hub,VR Logistics,2023-10-05,2023-10-15,10,0,48 Laws of Power,Self-Help,Penguin India,20,110,70,180,3600,2200,1400,817.85,6,108,1619
ORD017,2023-10-04,Metro Book Distributors,VR Logistics,2023-10-05,2023-10-15,10,0,Twisted Love,Fiction,Penguin India,20,92,60,152,3040,1840,1200,817.85,6,108,1619
